Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
NVDA,NVIDIA CORP,Information Technology,Equity,"3,38,66,72,645.83",7.06,"3,38,66,72,645.83","1,65,05,057.00",205.19,United States,NASDAQ
AAPL,APPLE INC,Information Technology,Equity,"2,95,77,98,410.21",6.17,"2,95,77,98,410.21","1,01,59,717.00",291.13,United States,NASDAQ
MSFT,MICROSOFT CORP,Information Technology,Equity,"2,04,36,53,036.88",4.26,"2,04,36,53,036.88","52,30,212.00",390.74,United States,NASDAQ
AMZN,AMAZON.COM INC,Consumer Discretionary,Equity,"1,61,37,65,225.15",3.37,"1,61,37,65,225.15","67,64,893.00",238.55,United States,NASDAQ
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"1,47,72,06,119.68",3.08,"1,47,72,06,119.68","41,07,001.00",359.68,United States,NASDAQ
AVGO,BROADCOM INC,Information Technology,Equity,"1,24,43,68,749.91",2.6,"1,24,43,68,749.91","32,56,913.00",382.07,United States,NASDAQ
GOOG,ALPHABET INC CLASS C,Communication,Equity,"1,20,01,92,727.36",2.5,"1,20,01,92,727.36","33,50,996.00",358.16,United States,NASDAQ
META,META PLATFORMS INC CLASS A,Communication,Equity,"87,30,11,423.86",1.82,"87,30,11,423.86","15,39,757.00",566.98,United States,NASDAQ
TSLA,TESLA INC,Consumer Discretionary,Equity,"80,87,34,735.50",1.69,"80,87,34,735.50","19,89,850.00",406.43,United States,NASDAQ
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"77,34,65,489.16",1.61,"77,34,65,489.16","7,87,956.00",981.61,United States,NASDAQ
LLY,ELI LILLY,Health Care,Equity,"64,01,13,276.00",1.34,"64,01,13,276.00","5,64,972.00","1,133.00",United States,NYSE
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"63,63,70,899.75",1.33,"63,63,70,899.75","13,00,707.00",489.25,United States,NYSE
JPM,JPMORGAN CHASE & CO,Financials,Equity,"61,44,28,640.88",1.28,"61,44,28,640.88","19,15,779.00",320.72,United States,NYSE
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"58,09,89,537.43",1.21,"58,09,89,537.43","11,35,699.00",511.57,United States,NASDAQ
XOM,EXXON MOBIL CORP,Energy,Equity,"43,79,99,241.84",0.91,"43,79,99,241.84","29,79,384.00",147.01,United States,NYSE
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"40,87,73,732.64",0.85,"40,87,73,732.64","16,97,072.00",240.87,United States,NYSE
INTC,INTEL CORPORATION,Information Technology,Equity,"38,74,01,986.98",0.81,"38,74,01,986.98","31,09,914.00",124.57,United States,NASDAQ
V,VISA INC CLASS A,Financials,Equity,"38,27,15,616.80",0.8,"38,27,15,616.80","11,87,120.00",322.39,United States,NYSE
WMT,WALMART INC,Consumer Staples,Equity,"37,13,73,112.40",0.77,"37,13,73,112.40","30,68,185.00",121.04,United States,NASDAQ
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"33,99,16,074.40",0.71,"33,99,16,074.40","28,06,904.00",121.1,United States,NASDAQ
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"32,47,90,447.26",0.68,"32,47,90,447.26","8,85,446.00",366.81,United States,NASDAQ
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"31,73,93,959.75",0.66,"31,73,93,959.75","5,59,531.00",567.25,United States,NASDAQ
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"30,75,05,020.50",0.64,"30,75,05,020.50","3,13,030.00",982.35,United States,NASDAQ
CAT,CATERPILLAR INC,Industrials,Equity,"29,73,35,706.66",0.62,"29,73,35,706.66","3,26,538.00",910.57,United States,NYSE
ABBV,ABBVIE INC,Health Care,Equity,"28,45,99,646.52",0.59,"28,45,99,646.52","12,49,724.00",227.73,United States,NYSE
MA,MASTERCARD INC CLASS A,Financials,Equity,"27,77,78,481.64",0.58,"27,77,78,481.64","5,66,918.00",489.98,United States,NYSE
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"26,21,59,131.08",0.55,"26,21,59,131.08","6,41,729.00",408.52,United States,NYSE
BAC,BANK OF AMERICA CORP,Financials,Equity,"25,92,49,075.90",0.54,"25,92,49,075.90","46,27,795.00",56.02,United States,NYSE
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"24,77,08,977.78",0.52,"24,77,08,977.78","16,55,698.00",149.61,United States,NYSE
CVX,CHEVRON CORP,Energy,Equity,"24,74,46,240.14",0.52,"24,74,46,240.14","13,21,687.00",187.22,United States,NYSE
GE,GE AEROSPACE,Industrials,Equity,"24,59,54,956.10",0.51,"24,59,54,956.10","7,33,537.00",335.3,United States,NYSE
NFLX,NETFLIX INC,Communication,Equity,"24,01,53,292.08",0.5,"24,01,53,292.08","29,89,212.00",80.34,United States,NASDAQ
KLAC,KLA CORP,Information Technology,Equity,"23,60,29,851.20",0.49,"23,60,29,851.20","9,27,280.00",254.54,United States,NASDAQ
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"23,06,48,657.18",0.48,"23,06,48,657.18","7,02,362.00",328.39,United States,NYSE
KO,COCA-COLA,Consumer Staples,Equity,"22,65,84,771.66",0.47,"22,65,84,771.66","27,42,493.00",82.62,United States,NYSE
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"22,00,27,509.00",0.46,"22,00,27,509.00","2,07,036.00","1,062.75",United States,NYSE
ORCL,ORACLE CORP,Information Technology,Equity,"21,85,83,484.95",0.46,"21,85,83,484.95","11,87,115.00",184.13,United States,NYSE
MRK,MERCK & CO INC,Health Care,Equity,"20,84,77,145.65",0.43,"20,84,77,145.65","17,51,173.00",119.05,United States,NYSE
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"20,25,86,983.20",0.42,"20,25,86,983.20","10,99,224.00",184.3,United States,NYSE
SNDK,SANDISK CORP,Information Technology,Equity,"19,96,05,960.60",0.42,"19,96,05,960.60","1,00,806.00","1,980.10",United States,NASDAQ
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"19,71,58,867.76",0.41,"19,71,58,867.76","15,40,424.00",127.99,United States,NASDAQ
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"19,29,97,142.72",0.4,"19,29,97,142.72","6,40,931.00",301.12,United States,NASDAQ
WFC,WELLS FARGO,Financials,Equity,"18,27,16,694.49",0.38,"18,27,16,694.49","21,82,213.00",83.73,United States,NYSE
GEV,GE VERNOVA INC,Industrials,Equity,"17,91,65,628.88",0.37,"17,91,65,628.88","1,90,468.00",940.66,United States,NYSE
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"17,84,83,810.88",0.37,"17,84,83,810.88","6,55,612.00",272.24,United States,NYSE
LIN,LINDE PLC,Materials,Equity,"17,34,60,311.71",0.36,"17,34,60,311.71","3,31,303.00",523.57,United States,NASDAQ
RTX,RTX CORP,Industrials,Equity,"17,32,24,974.03",0.36,"17,32,24,974.03","9,43,851.00",183.53,United States,NYSE
MS,MORGAN STANLEY,Financials,Equity,"17,11,07,428.72",0.36,"17,11,07,428.72","7,99,418.00",214.04,United States,NYSE
C,CITIGROUP INC,Financials,Equity,"17,07,74,518.83",0.36,"17,07,74,518.83","12,21,301.00",139.83,United States,NYSE
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"16,69,72,509.00",0.35,"16,69,72,509.00","5,96,970.00",279.7,United States,NASDAQ
QCOM,QUALCOMM INC,Information Technology,Equity,"15,96,66,732.52",0.33,"15,96,66,732.52","7,54,141.00",211.72,United States,NASDAQ
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"15,77,60,205.90",0.33,"15,77,60,205.90","5,64,195.00",279.62,United States,NASDAQ
ADI,ANALOG DEVICES INC,Information Technology,Equity,"14,39,42,024.28",0.3,"14,39,42,024.28","3,44,532.00",417.79,United States,NASDAQ
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"14,34,37,436.25",0.3,"14,34,37,436.25","5,03,625.00",284.81,United States,NYSE
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"14,33,26,714.06",0.3,"14,33,26,714.06","29,79,146.00",48.11,United States,NYSE
PEP,PEPSICO INC,Consumer Staples,Equity,"13,93,02,206.82",0.29,"13,93,02,206.82","9,65,566.00",144.27,United States,NASDAQ
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"13,50,77,794.22",0.28,"13,50,77,794.22","2,39,957.00",562.92,United States,NASDAQ
AMGN,AMGEN INC,Health Care,Equity,"13,46,65,555.20",0.28,"13,46,65,555.20","3,79,126.00",355.2,United States,NASDAQ
TJX,TJX INC,Consumer Discretionary,Equity,"13,26,85,355.11",0.28,"13,26,85,355.11","7,87,871.00",168.41,United States,NYSE
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"13,23,43,208.20",0.28,"13,23,43,208.20","8,60,489.00",153.8,United States,NYSE
NEE,NEXTERA ENERGY INC,Utilities,Equity,"12,64,33,934.67",0.26,"12,64,33,934.67","14,70,333.00",85.99,United States,NYSE
DIS,WALT DISNEY,Communication,Equity,"12,52,58,483.36",0.26,"12,52,58,483.36","12,52,084.00",100.04,United States,NYSE
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"12,49,50,980.18",0.26,"12,49,50,980.18","2,66,227.00",469.34,United States,NYSE
AXP,AMERICAN EXPRESS,Financials,Equity,"12,39,42,847.68",0.26,"12,39,42,847.68","3,80,847.00",325.44,United States,NYSE
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"11,90,28,427.20",0.25,"11,90,28,427.20","1,74,324.00",682.8,United States,NASDAQ
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"11,87,14,004.64",0.25,"11,87,14,004.64","7,27,236.00",163.24,United States,NYSE
BA,BOEING,Industrials,Equity,"11,66,66,468.10",0.24,"11,66,66,468.10","5,32,602.00",219.05,United States,NYSE
UNP,UNION PACIFIC CORP,Industrials,Equity,"11,49,28,596.90",0.24,"11,49,28,596.90","4,21,447.00",272.7,United States,NYSE
T,AT&T INC,Communication,Equity,"11,48,73,907.86",0.24,"11,48,73,907.86","48,71,667.00",23.58,United States,NYSE
BLK,BLACKROCK INC,Financials,Equity,"11,10,28,752.00",0.23,"11,10,28,752.00","1,07,586.00","1,032.00",United States,NYSE
GILD,GILEAD SCIENCES INC,Health Care,Equity,"11,02,67,768.82",0.23,"11,02,67,768.82","8,77,998.00",125.59,United States,NASDAQ
ETN,EATON PLC,Industrials,Equity,"10,80,91,741.86",0.23,"10,80,91,741.86","2,76,174.00",391.39,United States,NYSE
ABT,ABBOTT LABORATORIES,Health Care,Equity,"10,76,30,920.76",0.22,"10,76,30,920.76","12,20,582.00",88.18,United States,NYSE
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"10,72,55,218.50",0.22,"10,72,55,218.50","11,77,335.00",91.1,United States,NYSE
CRM,SALESFORCE INC,Information Technology,Equity,"10,66,46,201.97",0.22,"10,66,46,201.97","6,42,873.00",165.89,United States,NYSE
PFE,PFIZER INC,Health Care,Equity,"10,50,40,821.02",0.22,"10,50,40,821.02","40,07,662.00",26.21,United States,NYSE
WELL,WELLTOWER INC,Real Estate,Equity,"10,39,44,181.77",0.22,"10,39,44,181.77","4,85,199.00",214.23,United States,NYSE
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"10,23,27,221.10",0.21,"10,23,27,221.10","2,48,935.00",411.06,United States,NASDAQ
COP,CONOCOPHILLIPS,Energy,Equity,"10,20,61,891.54",0.21,"10,20,61,891.54","8,72,473.00",116.98,United States,NYSE
DE,DEERE,Industrials,Equity,"9,94,67,465.12",0.21,"9,94,67,465.12","1,72,244.00",577.48,United States,NYSE
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"9,88,57,503.20",0.21,"9,88,57,503.20","4,48,720.00",220.31,United States,NASDAQ
GLW,CORNING INC,Information Technology,Equity,"9,86,07,488.00",0.21,"9,86,07,488.00","5,50,265.00",179.2,United States,NYSE
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"9,77,95,710.45",0.2,"9,77,95,710.45","14,20,417.00",68.85,United States,NYSE
PLD,PROLOGIS REIT INC,Real Estate,Equity,"9,74,24,253.78",0.2,"9,74,24,253.78","6,54,997.00",148.74,United States,NYSE
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"9,44,71,859.10",0.2,"9,44,71,859.10","5,72,765.00",164.94,United States,NASDAQ
CVS,CVS HEALTH CORP,Health Care,Equity,"8,99,28,414.12",0.19,"8,99,28,414.12","8,81,997.00",101.96,United States,NYSE
SPGI,S&P GLOBAL INC,Financials,Equity,"8,94,56,135.95",0.19,"8,94,56,135.95","2,13,545.00",418.91,United States,NYSE
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"8,72,16,489.64",0.18,"8,72,16,489.64","3,95,038.00",220.78,United States,NYSE
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"8,71,12,425.40",0.18,"8,71,12,425.40","2,20,220.00",395.57,United States,NYSE
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"8,57,07,517.50",0.18,"8,57,07,517.50","11,91,375.00",71.94,United States,NYSE
CB,CHUBB,Financials,Equity,"8,44,82,268.12",0.18,"8,44,82,268.12","2,57,458.00",328.14,United States,NYSE
PGR,PROGRESSIVE CORP,Financials,Equity,"8,39,41,910.13",0.18,"8,39,41,910.13","4,13,283.00",203.11,United States,NYSE
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"8,34,96,604.83",0.17,"8,34,96,604.83","1,68,079.00",496.77,United States,NASDAQ
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"8,27,37,719.68",0.17,"8,27,37,719.68","8,02,967.00",103.04,United States,NASDAQ
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"8,20,83,527.05",0.17,"8,20,83,527.05","14,36,785.00",57.13,United States,NYSE
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"8,12,76,981.72",0.17,"8,12,76,981.72","2,68,356.00",302.87,United States,NYSE
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"8,04,96,454.08",0.17,"8,04,96,454.08","89,096.00",903.48,United States,NYSE
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"8,00,93,386.10",0.17,"8,00,93,386.10","4,33,570.00",184.73,United States,NYSE
DHR,DANAHER CORP,Health Care,Equity,"7,98,82,454.50",0.17,"7,98,82,454.50","4,43,545.00",180.1,United States,NYSE
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"7,96,60,706.78",0.17,"7,96,60,706.78","1,79,043.00",444.93,United States,NASDAQ
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"7,84,95,900.42",0.16,"7,84,95,900.42","1,45,274.00",540.33,United States,NYSE
NEM,NEWMONT,Materials,Equity,"7,76,19,414.99",0.16,"7,76,19,414.99","7,74,413.00",100.23,United States,NYSE
SYK,STRYKER CORP,Health Care,Equity,"7,58,75,527.00",0.16,"7,58,75,527.00","2,43,035.00",312.2,United States,NYSE
NOW,SERVICENOW INC,Information Technology,Equity,"7,53,24,388.50",0.16,"7,53,24,388.50","7,37,390.00",102.15,United States,NYSE
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"7,48,64,291.53",0.16,"7,48,64,291.53","2,82,859.00",264.67,United States,NYSE
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"7,41,81,792.00",0.15,"7,41,81,792.00","1,92,700.00",384.96,United States,NASDAQ
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"7,39,29,445.92",0.15,"7,39,29,445.92","4,34,164.00",170.28,United States,NYSE
PWR,QUANTA SERVICES INC,Industrials,Equity,"7,33,72,113.54",0.15,"7,33,72,113.54","1,03,671.00",707.74,United States,NYSE
SO,SOUTHERN,Utilities,Equity,"7,30,65,824.00",0.15,"7,30,65,824.00","7,77,296.00",94,United States,NYSE
EQIX,EQUINIX REIT INC,Real Estate,Equity,"7,27,81,852.20",0.15,"7,27,81,852.20","68,932.00","1,055.85",United States,NASDAQ
MDT,MEDTRONIC PLC,Health Care,Equity,"7,26,48,207.60",0.15,"7,26,48,207.60","9,05,838.00",80.2,United States,NYSE
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"7,20,20,403.00",0.15,"7,20,20,403.00","1,57,164.00",458.25,United States,NYSE
BNY,BANK OF NEW YORK MELLON CORP,Financials,Equity,"6,99,99,908.44",0.15,"6,99,99,908.44","4,86,178.00",143.98,United States,NYSE
FCX,FREEPORT MCMORAN INC,Materials,Equity,"6,90,84,385.78",0.14,"6,90,84,385.78","10,09,858.00",68.41,United States,NYSE
DUK,DUKE ENERGY CORP,Utilities,Equity,"6,85,59,166.85",0.14,"6,85,59,166.85","5,48,605.00",124.97,United States,NYSE
MCK,MCKESSON CORP,Health Care,Equity,"6,83,73,080.25",0.14,"6,83,73,080.25","87,205.00",784.05,United States,NYSE
CME,CME GROUP INC CLASS A,Financials,Equity,"6,82,26,667.96",0.14,"6,82,26,667.96","2,53,132.00",269.53,United States,NASDAQ
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"6,50,92,459.74",0.14,"6,50,92,459.74","2,73,889.00",237.66,United States,NYSE
USB,US BANCORP,Financials,Equity,"6,47,52,485.98",0.14,"6,47,52,485.98","10,98,617.00",58.94,United States,NYSE
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"6,42,39,833.70",0.13,"6,42,39,833.70","1,78,335.00",360.22,United States,NYSE
TMUS,T MOBILE US INC,Communication,Equity,"6,42,23,087.50",0.13,"6,42,23,087.50","3,39,625.00",189.1,United States,NASDAQ
BX,BLACKSTONE INC,Financials,Equity,"6,42,26,537.40",0.13,"6,42,26,537.40","5,23,060.00",122.79,United States,NYSE
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"6,41,68,538.28",0.13,"6,41,68,538.28","2,83,668.00",226.21,United States,NASDAQ
FTNT,FORTINET INC,Information Technology,Equity,"6,39,48,168.90",0.13,"6,39,48,168.90","4,37,103.00",146.3,United States,NASDAQ
CMI,CUMMINS INC,Industrials,Equity,"6,39,22,536.12",0.13,"6,39,22,536.12","96,914.00",659.58,United States,NYSE
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"6,33,94,542.30",0.13,"6,33,94,542.30","1,56,890.00",404.07,United States,NYSE
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"6,30,81,640.86",0.13,"6,30,81,640.86","1,56,709.00",402.54,United States,NASDAQ
CSX,CSX CORP,Industrials,Equity,"6,28,29,076.47",0.13,"6,28,29,076.47","13,20,771.00",47.57,United States,NASDAQ
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"6,26,96,794.56",0.13,"6,26,96,794.56","4,32,511.00",144.96,United States,NYSE
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"6,23,67,151.00",0.13,"6,23,67,151.00","25,45,598.00",24.5,United States,NASDAQ
WMB,WILLIAMS INC,Energy,Equity,"6,17,77,389.36",0.13,"6,17,77,389.36","8,57,067.00",72.08,United States,NYSE
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"6,16,26,394.48",0.13,"6,16,26,394.48","3,29,236.00",187.18,United States,NYSE
SNPS,SYNOPSYS INC,Information Technology,Equity,"6,12,16,598.19",0.13,"6,12,16,598.19","1,34,871.00",453.89,United States,NASDAQ
MMM,3M,Industrials,Equity,"5,94,02,138.96",0.12,"5,94,02,138.96","3,75,203.00",158.32,United States,NYSE
SLB,SLB NV,Energy,Equity,"5,92,96,529.32",0.12,"5,92,96,529.32","10,55,474.00",56.18,United States,NYSE
ADBE,ADOBE INC,Information Technology,Equity,"5,90,43,183.98",0.12,"5,90,43,183.98","2,89,399.00",204.02,United States,NASDAQ
MRSH,MARSH INC,Financials,Equity,"5,76,34,076.36",0.12,"5,76,34,076.36","3,41,677.00",168.68,United States,NYSE
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"5,76,22,811.07",0.12,"5,76,22,811.07","9,14,793.00",62.99,United States,NASDAQ
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"5,73,66,761.92",0.12,"5,73,66,761.92","2,26,067.00",253.76,United States,NASDAQ
WM,WASTE MANAGEMENT INC,Industrials,Equity,"5,72,83,252.95",0.12,"5,72,83,252.95","2,61,031.00",219.45,United States,NYSE
EMR,EMERSON ELECTRIC,Industrials,Equity,"5,69,35,421.85",0.12,"5,69,35,421.85","3,97,955.00",143.07,United States,NYSE
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"5,66,14,196.86",0.12,"5,66,14,196.86","4,02,862.00",140.53,United States,NYSE
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"5,60,11,277.16",0.12,"5,60,11,277.16","2,12,502.00",263.58,United States,NYSE
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"5,59,26,507.90",0.12,"5,59,26,507.90","5,17,359.00",108.1,United States,NYSE
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"5,56,77,884.90",0.12,"5,56,77,884.90","1,60,942.00",345.95,United States,NYSE
VLO,VALERO ENERGY CORP,Energy,Equity,"5,54,98,165.84",0.12,"5,54,98,165.84","2,14,552.00",258.67,United States,NYSE
CI,CIGNA,Health Care,Equity,"5,52,86,152.00",0.12,"5,52,86,152.00","1,85,524.00",298,United States,NYSE
SNOW,SNOWFLAKE INC,Information Technology,Equity,"5,45,19,403.80",0.11,"5,45,19,403.80","2,34,210.00",232.78,United States,NYSE
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"5,40,98,647.20",0.11,"5,40,98,647.20","5,94,360.00",91.02,United States,NASDAQ
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"5,39,91,789.72",0.11,"5,39,91,789.72","2,24,844.00",240.13,United States,NASDAQ
INTU,INTUIT INC,Information Technology,Equity,"5,33,96,160.42",0.11,"5,33,96,160.42","1,92,954.00",276.73,United States,NASDAQ
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"5,26,68,997.70",0.11,"5,26,68,997.70","1,78,915.00",294.38,United States,NYSE
ITW,ILLINOIS TOOL INC,Industrials,Equity,"5,26,33,622.94",0.11,"5,26,33,622.94","2,04,458.00",257.43,United States,NYSE
EOG,EOG RESOURCES INC,Energy,Equity,"5,25,82,920.00",0.11,"5,25,82,920.00","3,84,800.00",136.65,United States,NYSE
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"5,22,73,382.00",0.11,"5,22,73,382.00","1,08,451.00",482,Sweden,NYSE
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"5,19,50,601.67",0.11,"5,19,50,601.67","94,399.00",550.33,United States,NYSE
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"5,18,27,969.00",0.11,"5,18,27,969.00","6,35,926.00",81.5,United States,NYSE
SHW,SHERWIN WILLIAMS,Materials,Equity,"5,16,45,651.80",0.11,"5,16,45,651.80","1,62,766.00",317.3,United States,NYSE
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"5,14,19,054.68",0.11,"5,14,19,054.68","32,599.00","1,577.32",United States,NASDAQ
FDX,FEDEX CORP,Industrials,Equity,"5,10,51,655.62",0.11,"5,10,51,655.62","1,50,902.00",338.31,United States,NYSE
PSX,PHILLIPS 66,Energy,Equity,"5,10,20,326.75",0.11,"5,10,20,326.75","2,84,315.00",179.45,United States,NYSE
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"5,06,33,176.00",0.11,"5,06,33,176.00","2,20,240.00",229.9,United States,NASDAQ
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"5,05,86,837.40",0.11,"5,05,86,837.40","5,65,532.00",89.45,United States,NYSE
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"5,05,48,686.72",0.11,"5,05,48,686.72","2,21,239.00",228.48,United States,NYSE
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,"5,04,73,543.12",0.11,"5,04,73,543.12","4,74,019.00",106.48,United States,NYSE
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"5,00,43,532.20",0.1,"5,00,43,532.20","1,59,420.00",313.91,United States,NYSE
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"4,99,71,347.52",0.1,"4,99,71,347.52","2,28,138.00",219.04,United States,NYSE
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,"4,97,30,657.12",0.1,"4,97,30,657.12","5,33,648.00",93.19,United States,NASDAQ
AON,AON PLC CLASS A,Financials,Equity,"4,95,17,574.87",0.1,"4,95,17,574.87","1,47,677.00",335.31,United States,NYSE
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"4,91,01,506.60",0.1,"4,91,01,506.60","39,092.00","1,256.05",United States,NYSE
MCO,MOODYS CORP,Financials,Equity,"4,89,46,422.20",0.1,"4,89,46,422.20","1,09,292.00",447.85,United States,NYSE
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"4,88,59,345.05",0.1,"4,88,59,345.05","10,41,555.00",46.91,United States,NYSE
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"4,88,56,823.03",0.1,"4,88,56,823.03","3,78,061.00",129.23,United States,NASDAQ
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"4,83,77,552.08",0.1,"4,83,77,552.08","4,83,77,552.00",1,United States,--
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"4,83,52,802.50",0.1,"4,83,52,802.50","1,17,290.00",412.25,United States,NYSE
URI,UNITED RENTALS INC,Industrials,Equity,"4,81,32,397.44",0.1,"4,81,32,397.44","44,806.00","1,074.24",United States,NYSE
COHR,COHERENT CORP,Information Technology,Equity,"4,73,57,919.94",0.1,"4,73,57,919.94","1,22,998.00",385.03,United States,NYSE
ECL,ECOLAB INC,Materials,Equity,"4,67,76,389.22",0.1,"4,67,76,389.22","1,76,242.00",265.41,United States,NYSE
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"4,64,63,945.06",0.1,"4,64,63,945.06","1,52,611.00",304.46,United States,NYSE
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"4,60,95,325.50",0.1,"4,60,95,325.50","24,550.00","1,877.61",United States,NYSE
KKR,KKR AND CO INC,Financials,Equity,"4,59,75,291.60",0.1,"4,59,75,291.60","4,77,715.00",96.24,United States,NYSE
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"4,58,98,308.54",0.1,"4,58,98,308.54","8,88,469.00",51.66,United States,NYSE
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"4,56,24,831.04",0.1,"4,56,24,831.04","4,91,488.00",92.83,United States,NASDAQ
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"4,56,09,847.52",0.1,"4,56,09,847.52","49,492.00",921.56,United States,NASDAQ
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"4,51,33,796.73",0.09,"4,51,33,796.73","9,36,969.00",48.17,United States,NYSE
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"4,47,54,889.80",0.09,"4,47,54,889.80","2,42,969.00",184.2,United States,NYSE
TER,TERADYNE INC,Information Technology,Equity,"4,45,98,355.20",0.09,"4,45,98,355.20","1,10,611.00",403.2,United States,NASDAQ
CIEN,CIENA CORP,Information Technology,Equity,"4,43,09,004.96",0.09,"4,43,09,004.96","99,352.00",445.98,United States,NYSE
